budget,original_language,viewercount,release_date,revenue,runtime,vote_count,vote_average,English,Français,Español,Deutsch,Pусский,Drama,Comedy,Thriller,Action,Romance,duringcreditsstinger,woman director,based on novel,independent film,aftercreditsstinger,Warner Bros.,Universal Pictures,Paramount Pictures,Columbia Pictures,Twentieth Century Fox Film Corporation,United States of America,United Kingdom,Germany,France,Canada,hasBudget,hasRevenue,voteCountCategory,runtimeCategory,spoken_languages_count,genres_count,keywords_count,production_companies_count,production_countries_count,original_title_tfidf_0,original_title_tfidf_1,original_title_tfidf_2,original_title_tfidf_3,original_title_tfidf_4,original_title_tfidf_5,original_title_tfidf_6,original_title_tfidf_7,original_title_tfidf_8,original_title_tfidf_9,overview_tfidf_0,overview_tfidf_1,overview_tfidf_2,overview_tfidf_3,overview_tfidf_4,overview_tfidf_5,overview_tfidf_6,overview_tfidf_7,overview_tfidf_8,overview_tfidf_9,tagline_tfidf_0,tagline_tfidf_1,tagline_tfidf_2,tagline_tfidf_3,tagline_tfidf_4,tagline_tfidf_5,tagline_tfidf_6,tagline_tfidf_7,tagline_tfidf_8,tagline_tfidf_9
-0.496658439348866,-0.14498858316647356,-0.3271334186307174,-0.5567425160520769,-0.19738751234749546,-0.6101197537958157,-0.4106444363281722,6.7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0.4952208502382579,-0.5743887607107873,1.6938533410529228,-0.059793591204323385,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8563418508675762,-0.14498858316647356,-0.4951996787039081,-1.0090218572919814,-0.5694776940771128,0.39233768916345263,-0.5633746370063957,6.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,-0.5384166249499739,-0.5743887607107873,-0.32421251977270527,-0.9483643670964454,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8563418508675762,3.956530206328724,-0.6433676225394421,-1.0234621013195204,-0.5694776940771128,1.1561147885609904,-0.6034855988006765,7.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.4952208502382579,-1.4746298353884988,-1.2556275324614568,0.38449179674173767,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4726795452476187,-0.14498858316647356,-0.5150747474760969,0.9028119604673014,-0.5694776940771128,-0.8010640286452001,-0.5487187086584854,4.8,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,-0.5384166249499739,0.3258523139669243,-0.789920026117081,-0.5040789791503845,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609873217702065,0.0,0.5975659728944365,0.0,0.5728945215760198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4624973247010278,-0.14498858316647356,-0.05381385783394895,-1.353680511911547,-0.20229744097991845,-0.2759672728093929,-0.2656278821488489,6.1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,2,-0.5384166249499739,0.3258523139669243,-0.789920026117081,-0.9483643670964454,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8563418508675762,-0.14498858316647356,-0.11217957407055752,0.7973709333228176,-0.47856540273114845,-0.46691154765877735,-0.3111383964923599,7.1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2.562495800614722,-0.5743887607107873,-0.6346841906689558,0.38449179674173767,0.7018695305544024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2808483924376399,-0.14498858316647356,-0.20765626156108713,-0.8133974193339986,0.48452590704173654,1.2038508572733366,-0.3219375015908202,7.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,3,-0.5384166249499739,-0.5743887607107873,1.3833816701566723,-0.059793591204323385,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0140118890297167,-0.14498858316647356,-0.4309917229749824,-0.08293903748810476,0.6419152823824593,0.6787541014375293,0.24115869282889257,6.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,3,3,-0.5384166249499739,0.3258523139669243,-0.789920026117081,-0.5040789791503845,0.7018695305544024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7077107912730528,0.7065022547137902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3017586182446848,-0.14498858316647356,2.521545265573841,-0.6199526408518707,0.9588048589819572,0.7742262388622215,2.377838773024241,7.3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4,3,1.5288583254264898,2.1263344633223475,2.7805041891898,-0.5040789791503845,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8563418508675762,-0.14498858316647356,-0.5410351298144016,-2.0841388937574408,-0.4880805591593271,0.39233768916345263,-0.5440905207591452,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,-0.5384166249499739,-0.5743887607107873,-0.9451558615652063,-0.5040789791503845,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5996422267567768,0.0,0.0,0.0,0.5829143196240684,0.5483065710598259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.01708055732391913,-0.14498858316647356,-0.2865341102563997,-0.2494105299565274,-0.020933213137268977,-0.323703341521739,-0.28954018629543943,5.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,-0.5384166249499739,-1.4746298353884988,0.451966657467921,1.2730625726338598,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6607094168087867,0.0,0.0,0.7506417697811606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.01708055732391913,-0.14498858316647356,-0.10960697331979248,0.8526797925226373,-0.4295747673086534,-0.5623836850834696,-0.31499521974181005,5.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,-0.5384166249499739,-1.4746298353884988,-0.32421251977270527,-0.059793591204323385,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4385184305997804,-0.14498858316647356,-0.1781358401495063,0.29414205183480346,0.1858112121597164,-0.08502299796000846,-0.3049674792932398,5.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,2,-0.5384166249499739,-0.5743887607107873,-0.789920026117081,-0.059793591204323385,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7084949828556608,0.0,0.7057158488147739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7124684862600921,-0.14498858316647356,1.232536189336213,1.2153206378180064,-0.3644767384888764,0.34460162045110654,1.5077394479483013,8.1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,-0.5384166249499739,-0.5743887607107873,0.7624383283641715,2.161633348525982,0.7018695305544024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4401910290160003,0.0,0.0,0.5131239493199804,0.0,0.5171107023658713,0.5249116040885132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34260285419479103,-0.14498858316647356,0.468242598075306,1.1567422894044044,-0.5502274967651419,1.2993229946980287,-0.19697642830863735,6.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,3,-0.5384166249499739,-0.5743887607107873,0.14149498657167048,-0.059793591204323385,3.1161100550080856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6525212510069738,-0.14498858316647356,-0.5865524202097581,-0.08920555848118776,-0.3702125309466224,-1.2306886470563152,-0.5649173663061757,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,-0.5384166249499739,-0.5743887607107873,0.6072024929160462,0.8287771846877987,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34260285419479103,-0.14498858316647356,-0.38609109906463873,-0.1826584585084692,0.009708640059833693,0.1536573456017221,-0.4492126688226731,6.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2.562495800614722,-1.4746298353884988,-0.4794483552208305,1.717347960579921,0.7018695305544024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8221807362197379,-0.14498858316647356,-0.531994953533412,0.9823695313360075,-0.46141149668054654,-1.0397443722069306,-0.5857442118532061,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,-0.5384166249499739,0.3258523139669243,-1.2556275324614568,-0.5040789791503845,0.7018695305544024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283986993385271,0.685153511851134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4007428629438766,-0.14498858316647356,0.020223322250386238,0.09415829492511082,-0.16373546226281732,-0.7055918912205079,-0.06892989642689445,6.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,3,1,1.5288583254264898,-1.4746298353884988,0.7624383283641715,0.38449179674173767,0.7018695305544024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799565914245851,0.6258336164615502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7364473803613395,-0.14498858316647356,-0.5443563999000768,0.47232921398594657,-0.5619718815516958,-0.1804951353847007,-0.5525755319079354,5.6,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,-0.5384166249499739,1.226093388644636,-0.9451558615652063,-1.3926497550425065,-0.505250731672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
